         22392214 function calls (22387186 primitive calls) in 1506.555 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002 1506.555 1506.555 /Users/yupeng/Desktop/Internship/Garvan/CellRegMap/cellregmap/_cellregmap.py:471(run_association)
        1    1.845    1.845 1506.199 1506.199 /Users/yupeng/Desktop/Internship/Garvan/CellRegMap/cellregmap/_cellregmap.py:246(scan_association)
     5011    0.037    0.000 1489.151    0.297 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:259(fit)
     5011    0.020    0.000 1429.757    0.285 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_function.py:66(_maximize_scalar)
     5011    0.135    0.000 1429.738    0.285 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_function.py:23(_minimize_scalar)
     5011    0.038    0.000 1423.555    0.284 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_optimize.py:11(minimize)
   120238    0.305    0.000 1422.444    0.012 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_optimize.py:50(func)
   120238    0.557    0.000 1422.139    0.012 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_function.py:45(func)
   120238    0.633    0.000 1417.282    0.012 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:292(value)
   500996 1311.044    0.003 1312.142    0.003 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_b.py:69(dot)
   125249    1.516    0.000 1056.293    0.008 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:540(_update_beta)
     5011    0.380    0.000  946.257    0.189 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:8(bracket)
   125249   21.794    0.000  742.481    0.006 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:580(_tXTBtX)
   250498  104.366    0.000  570.776    0.002 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:576(_yTBtX)
