         8980890 function calls (8978862 primitive calls) in 572.933 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2002    0.015    0.000    0.020    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1447(format_dict)
     4004    0.013    0.000    0.019    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:272(_is_ascii)
     2011    0.010    0.000    0.019    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:142(_initialize_interval)
     2011    0.004    0.000    0.019    0.000 {method 'view' of 'numpy.ndarray' objects}
     6027    0.016    0.000    0.016    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
    50274    0.016    0.000    0.016    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:401(scale)
     2011    0.006    0.000    0.016    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:174(_create_callback)
     2011    0.004    0.000    0.015    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:122(__array_finalize__)
     2012    0.002    0.000    0.014    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:107(remove)
     4024    0.014    0.000    0.014    0.000 {built-in method _weakref.proxy}
    26144    0.014    0.000    0.014    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:130(_boundary_inside)
     4022    0.008    0.000    0.014    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_variables.py:29(names)
     2011    0.006    0.000    0.013    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_function.py:13(__init__)
     4025    0.005    0.000    0.013    0.000 {method 'remove' of 'set' objects}
     4022    0.012    0.000    0.013    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:131(__setattr__)
     2002    0.011    0.000    0.013    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:186(__format__)
     2001    0.012    0.000    0.012    0.000 {built-in method now}
