         488811 function calls (488683 primitive calls) in 31.057 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      102    0.000    0.000    0.044    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1465(display)
     2781    0.006    0.000    0.034    0.000 {method 'sum' of 'numpy.ndarray' objects}
     2883    0.007    0.000    0.034    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:459(_delta_update)
     3005    0.031    0.000    0.031    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     2781    0.003    0.000    0.029    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/core/_methods.py:47(_sum)
      306    0.000    0.000    0.028    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:377(disp_len)
      102    0.001    0.000    0.028    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1151(__str__)
      306    0.001    0.000    0.027    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:373(_text_width)
     2783    0.015    0.000    0.026    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/linalg/linalg.py:159(_commonType)
      102    0.004    0.000    0.026    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:467(format_meter)
      112    0.000    0.000    0.023    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:155(__init__)
      336    0.023    0.000    0.023    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:151(wrapper_setattr)
    48434    0.014    0.000    0.020    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:374(<genexpr>)
     8334    0.008    0.000    0.018    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:524(_df)
      102    0.000    0.000    0.016    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:460(print_status)
