         601479 function calls (594125 primitive calls) in 0.549 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.024    0.024 /home/zyp/.local/lib/python3.9/site-packages/dask/array/routines.py:1(<module>)
        1    0.000    0.000    0.023    0.023 /usr/lib/python3/dist-packages/yaml/loader.py:2(<module>)
      631    0.001    0.000    0.022    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
       71    0.000    0.000    0.022    0.000 /usr/lib/python3.9/re.py:250(compile)
      598    0.001    0.000    0.021    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:568(get_named_args)
        1    0.000    0.000    0.021    0.021 /home/zyp/.local/lib/python3.9/site-packages/tlz/__init__.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /home/zyp/.local/lib/python3.9/site-packages/tlz/_build_tlz.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /home/zyp/.local/lib/python3.9/site-packages/dask/array/linalg.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/dataarray.py:1(<module>)
      313    0.001    0.000    0.020    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:678(skip_doctest)
        1    0.000    0.000    0.020    0.020 /home/zyp/.local/lib/python3.9/site-packages/dask/array/random.py:1(<module>)
       80    0.000    0.000    0.019    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/array/ufunc.py:83(__init__)
       69    0.000    0.000    0.018    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:745(unsupported_arguments)
        1    0.000    0.000    0.018    0.018 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/indexing.py:1(<module>)
      313    0.004    0.000    0.018    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:681(<listcomp>)
      111    0.003    0.000    0.018    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:749(<listcomp>)
        1    0.000    0.000    0.017    0.017 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/indexes/api.py:1(<module>)
    10664    0.004    0.000    0.016    0.000 /usr/lib/python3.9/re.py:188(match)
    30/16    0.000    0.000    0.016    0.001 /usr/lib/python3.9/importlib/__init__.py:109(import_module)
    38/16    0.000    0.000    0.016    0.001 <frozen importlib._bootstrap>:1018(_gcd_import)
        1    0.000    0.000    0.016    0.016 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/arrays/arrow/__init__.py:1(<module>)
        1    0.000    0.000    0.015    0.015 /home/zyp/.local/lib/python3.9/site-packages/dask/sizeof.py:1(<module>)
        1    0.000    0.000    0.015    0.015 /home/zyp/.local/lib/python3.9/site-packages/dask/sizeof.py:264(_register_entry_point_plugins)
        1    0.000    0.000    0.015    0.015 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:912(entry_points)
      581    0.002    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1036(get_data)
       70    0.000    0.000    0.015    0.000 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:921(<genexpr>)
        1    0.000    0.000    0.015    0.015 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/arrays/arrow/array.py:1(<module>)
        1    0.000    0.000    0.014    0.014 /usr/lib/python3/dist-packages/zipp.py:3(<module>)
      720    0.005    0.000    0.014    0.000 /usr/lib/python3.9/inspect.py:2152(_signature_from_function)
    23376    0.009    0.000    0.014    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:664(_skip_doctest)
      266    0.001    0.000    0.014    0.000 /home/zyp/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:363(decorator)
        1    0.000    0.000    0.014    0.014 /home/zyp/.local/lib/python3.9/site-packages/pandas/api/__init__.py:1(<module>)
      9/2    0.000    0.000    0.013    0.007 /home/zyp/.local/lib/python3.9/site-packages/tlz/_build_tlz.py:54(exec_module)
        1    0.000    0.000    0.013    0.013 /home/zyp/.local/lib/python3.9/site-packages/scipy/fftpack/__init__.py:1(<module>)
        1    0.000    0.000    0.013    0.013 /home/zyp/.local/lib/python3.9/site-packages/dask/array/reductions.py:1(<module>)
      101    0.000    0.000    0.013    0.000 /usr/lib/python3.9/sre_parse.py:944(parse)
      958    0.012    0.000    0.012    0.000 {method 'sub' of 're.Pattern' objects}
      101    0.000    0.000    0.012    0.000 /usr/lib/python3.9/sre_compile.py:622(_code)
        1    0.000    0.000    0.012    0.012 /usr/lib/python3.9/importlib/metadata.py:1(<module>)
      144    0.000    0.000    0.012    0.000 /home/zyp/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:484(__call__)
        1    0.000    0.000    0.012    0.012 /home/zyp/.local/lib/python3.9/site-packages/scipy/fftpack/_basic.py:1(<module>)
       70    0.000    0.000    0.012    0.000 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/_itertools.py:4(unique_everseen)
  216/101    0.001    0.000    0.012    0.000 /usr/lib/python3.9/sre_parse.py:436(_parse_sub)
        1    0.000    0.000    0.012    0.012 /usr/lib/python3/dist-packages/more_itertools/__init__.py:1(<module>)
      631    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
        9    0.000    0.000    0.012    0.001 /home/zyp/.local/lib/python3.9/site-packages/tlz/_build_tlz.py:15(_load_toolz)
        1    0.000    0.000    0.011    0.011 /home/zyp/.local/lib/python3.9/site-packages/scipy/fft/__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/_adapters.py:1(<module>)
  290/105    0.004    0.000    0.011    0.000 /usr/lib/python3.9/sre_parse.py:494(_parse)
        1    0.000    0.000    0.011    0.011 /usr/lib/python3.9/configparser.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/zyp/.local/lib/python3.9/site-packages/pandas/api/typing/__init__.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/api.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/coordinates.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /usr/lib/python3.9/email/message.py:5(<module>)
        1    0.009    0.009    0.010    0.010 /usr/lib/python3.9/configparser.py:560(RawConfigParser)
        1    0.000    0.000    0.010    0.010 /home/zyp/.local/lib/python3.9/site-packages/dask/array/random.py:490(RandomState)
        1    0.000    0.000    0.010    0.010 /home/zyp/.local/lib/python3.9/site-packages/dask/array/random.py:29(Generator)
      452    0.010    0.000    0.010    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.009    0.009 /home/zyp/.local/lib/python3.9/site-packages/toolz/__init__.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/indexes/base.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/alignment.py:1(<module>)
  373/356    0.000    0.000    0.009    0.000 /usr/lib/python3.9/typing.py:271(inner)
     1118    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
     5570    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
       15    0.000    0.000    0.009    0.001 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:804(<genexpr>)
       58    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1171(create_module)
       13    0.000    0.000    0.009    0.001 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:694(search)
        1    0.000    0.000    0.009    0.009 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/series.py:1(<module>)
       58    0.008    0.000    0.008    0.000 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.008    0.008 /home/zyp/.local/lib/python3.9/site-packages/dask/config.py:792(_initialize)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3/dist-packages/yaml/dumper.py:2(<module>)
        1    0.000    0.000    0.008    0.008 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/variable.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/zyp/.local/lib/python3.9/site-packages/dateutil/tz/__init__.py:2(<module>)
        1    0.000    0.000    0.008    0.008 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/window/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.9/email/utils.py:5(<module>)
  504/101    0.002    0.000    0.007    0.000 /usr/lib/python3.9/sre_compile.py:87(_compile)
        1    0.000    0.000    0.007    0.007 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/json/__init__.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/yaml/__init__.py:154(safe_load)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/yaml/__init__.py:103(load)
        1    0.000    0.000    0.007    0.007 /home/zyp/.local/lib/python3.9/site-packages/dateutil/tz/tz.py:2(<module>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/yaml/constructor.py:47(get_single_data)
        1    0.000    0.000    0.007    0.007 /home/zyp/.local/lib/python3.9/site-packages/xarray/coding/calendar_ops.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/dataset.py:1(<module>)
        1    0.000    0.000    0.007    0.007 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/json/_json.py:1(<module>)
     1176    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:385(cached)
      494    0.000    0.000    0.007    0.000 /usr/lib/python3.9/re.py:203(sub)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/yaml/composer.py:29(get_single_node)
      581    0.007    0.000    0.007    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/yaml/composer.py:50(compose_document)
     84/1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/yaml/composer.py:63(compose_node)
     15/1    0.000    0.000    0.007    0.007 /usr/lib/python3/dist-packages/yaml/composer.py:117(compose_mapping_node)
        1    0.000    0.000    0.007    0.007 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/duck_array_ops.py:1(<module>)
      227    0.006    0.000    0.007    0.000 /usr/lib/python3.9/sre_compile.py:292(_optimize_charset)
       18    0.000    0.000    0.007    0.000 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/_functools.py:75(wrapper)
        9    0.000    0.000    0.007    0.001 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:703(lookup)
        9    0.000    0.000    0.007    0.001 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:709(__init__)
      701    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:156(__enter__)
      617    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
    17421    0.004    0.000    0.006    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/pandas/_config/__init__.py:1(<module>)
       83    0.006    0.000    0.006    0.000 {built-in method posix.listdir}
      262    0.000    0.000    0.006    0.000 /usr/lib/python3/dist-packages/yaml/parser.py:94(check_event)
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/toolz/_signatures.py:662(create_signature_registry)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.9/json/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/frame.py:491(DataFrame)
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/dask_array_ops.py:1(<module>)
      432    0.000    0.000    0.006    0.000 /home/zyp/.local/lib/python3.9/site-packages/toolz/_signatures.py:668(<genexpr>)
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/window/ewm.py:1(<module>)
