         1386575 function calls (1369194 primitive calls) in 1.421 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.010    0.010 numerictypes.py:1(<module>)
        1    0.000    0.000    0.010    0.010 random.py:490(RandomState)
        1    0.000    0.000    0.010    0.010 message.py:5(<module>)
       20    0.000    0.000    0.010    0.000 _docscrape.py:371(_parse)
        1    0.000    0.000    0.010    0.010 random.py:29(Generator)
        1    0.000    0.000    0.010    0.010 _geometric_slerp.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _fftlog.py:1(<module>)
      106    0.001    0.000    0.009    0.000 dataclasses.py:377(_create_fn)
    25414    0.008    0.000    0.009    0.000 {method 'join' of 'str' objects}
     2679    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        1    0.000    0.000    0.009    0.009 _linprog.py:1(<module>)
     1840    0.008    0.000    0.009    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.009    0.009 _type_aliases.py:1(<module>)
      143    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1556(_fill_cache)
        1    0.000    0.000    0.009    0.009 config.py:792(_initialize)
      379    0.008    0.000    0.009    0.000 sre_compile.py:276(_optimize_charset)
     9127    0.009    0.000    0.009    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.009    0.009 platform.py:3(<module>)
        1    0.000    0.000    0.009    0.009 __init__.py:117(safe_load)
        1    0.000    0.000    0.009    0.009 __init__.py:74(load)
       28    0.000    0.000    0.009    0.000 dataclasses.py:998(dataclass)
       34    0.001    0.000    0.009    0.000 _lmm.py:98(__init__)
        1    0.000    0.000    0.009    0.009 coordinates.py:1(<module>)
        1    0.000    0.000    0.009    0.009 constructor.py:47(get_single_data)
    55913    0.009    0.000    0.009    0.000 {method 'startswith' of 'str' objects}
     1629    0.001    0.000    0.009    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.008    0.008 _root.py:1(<module>)
     9119    0.008    0.000    0.008    0.000 {method 'expandtabs' of 'str' objects}
     1119    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
        1    0.000    0.000    0.008    0.008 series.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _morestats.py:1(<module>)
    11014    0.006    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
     2666    0.004    0.000    0.008    0.000 linalg.py:159(_commonType)
  200/182    0.000    0.000    0.008    0.000 typing.py:350(__getitem__)
        1    0.000    0.000    0.008    0.008 composer.py:29(get_single_node)
        1    0.000    0.000    0.008    0.008 sizeof.py:1(<module>)
      154    0.008    0.000    0.008    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.008    0.008 composer.py:50(compose_document)
     84/1    0.000    0.000    0.008    0.008 composer.py:63(compose_node)
        1    0.000    0.000    0.008    0.008 sizeof.py:264(_register_entry_point_plugins)
        1    0.000    0.000    0.008    0.008 __init__.py:921(entry_points)
     15/1    0.000    0.000    0.008    0.008 composer.py:117(compose_mapping_node)
       19    0.000    0.000    0.008    0.000 _distn_infrastructure.py:3234(_construct_docstrings)
      182    0.001    0.000    0.008    0.000 typing.py:431(Union)
        1    0.000    0.000    0.008    0.008 distance.py:1(<module>)
       47    0.000    0.000    0.008    0.000 __init__.py:930(<genexpr>)
        1    0.000    0.000    0.008    0.008 py3k.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.008    0.008 ewm.py:1(<module>)
      430    0.001    0.000    0.008    0.000 typing.py:729(__init__)
        2    0.000    0.000    0.008    0.004 _helper.py:1(<module>)
      558    0.000    0.000    0.008    0.000 re.py:203(sub)
      262    0.000    0.000    0.008    0.000 parser.py:94(check_event)
        1    0.000    0.000    0.008    0.008 alignment.py:1(<module>)
     3742    0.004    0.000    0.007    0.000 inspect.py:2515(__init__)
        1    0.000    0.000    0.007    0.007 cli.py:1(<module>)
     1629    0.001    0.000    0.007    0.000 _methods.py:47(_sum)
       10    0.000    0.000    0.007    0.001 common.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _interpolate.py:1(<module>)
        1    0.000    0.000    0.007    0.007 utils.py:5(<module>)
      127    0.000    0.000    0.007    0.000 _distn_infrastructure.py:632(__init__)
        1    0.000    0.000    0.007    0.007 _json.py:1(<module>)
     2240    0.003    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
     1249    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
     1707    0.007    0.000    0.007    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        3    0.000    0.000    0.007    0.002 datetimes.py:1(<module>)
        1    0.000    0.000    0.007    0.007 secrets.py:1(<module>)
       82    0.003    0.000    0.007    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000    0.007    0.007 _multivariate.py:4(<module>)
        1    0.000    0.000    0.007    0.007 tutorial.py:1(<module>)
    69756    0.007    0.000    0.007    0.000 {method 'strip' of 'str' objects}
    95323    0.007    0.000    0.007    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.006    0.006 _signatures.py:662(create_signature_registry)
     1300    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1500(_get_spec)
        2    0.000    0.000    0.006    0.003 _misc.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _resampling.py:1(<module>)
    17420    0.004    0.000    0.006    0.000 {built-in method builtins.all}
77545/76560    0.006    0.000    0.006    0.000 {built-in method builtins.len}
     1649    0.004    0.000    0.006    0.000 inspect.py:2798(__init__)
     2679    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:87(acquire)
      677    0.000    0.000    0.006    0.000 scanner.py:113(check_token)
        1    0.000    0.000    0.006    0.006 variable.py:1(<module>)
      432    0.000    0.000    0.006    0.000 _signatures.py:668(<genexpr>)
        1    0.000    0.000    0.006    0.006 describe.py:1(<module>)
      234    0.000    0.000    0.006    0.000 _signatures.py:625(expand_sig)
     6561    0.004    0.000    0.006    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.006    0.006 reader.py:18(<module>)
        1    0.000    0.000    0.006    0.006 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.006    0.006 reader.py:45(Reader)
        1    0.000    0.000    0.006    0.006 frame.py:491(DataFrame)
      159    0.006    0.000    0.006    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.006    0.002 dtypes.py:1(<module>)
        1    0.006    0.006    0.006    0.006 realtransforms.py:1(<module>)
      317    0.001    0.000    0.006    0.000 overrides.py:142(decorator)
     1263    0.003    0.000    0.006    0.000 functools.py:35(update_wrapper)
      148    0.001    0.000    0.005    0.000 sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.005    0.003 _typing.py:1(<module>)
3091/3090    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x10784ba38}
        1    0.000    0.000    0.005    0.005 dataset.py:1(<module>)
      266    0.000    0.000    0.005    0.000 _decorators.py:387(<listcomp>)
     2679    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:112(release)
     4872    0.003    0.000    0.005    0.000 _lmm.py:524(_df)
      207    0.000    0.000    0.005    0.000 abc.py:105(__new__)
        3    0.000    0.000    0.005    0.002 numeric.py:1(<module>)
        1    0.000    0.000    0.005    0.005 subprocess.py:10(<module>)
    27381    0.005    0.000    0.005    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.005    0.005 _filters.py:31(<module>)
        1    0.000    0.000    0.005    0.005 delayed.py:1(<module>)
      178    0.005    0.000    0.005    0.000 {built-in method posix.getcwd}
       47    0.000    0.000    0.005    0.000 _itertools.py:4(unique_everseen)
       36    0.000    0.000    0.005    0.000 std.py:953(__init__)
      115    0.000    0.000    0.005    0.000 _docscrape.py:195(_read_to_next_section)
      114    0.000    0.000    0.005    0.000 scanner.py:156(fetch_more_tokens)
      143    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1324(_path_hooks)
        2    0.005    0.002    0.005    0.002 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.005    0.005 _codata.py:1(<module>)
      115    0.000    0.000    0.005    0.000 _docscrape.py:206(_read_sections)
        9    0.000    0.000    0.005    0.001 ufunc.py:15(wrap_elemwise)
        1    0.000    0.000    0.005    0.005 readers.py:1(<module>)
      236    0.000    0.000    0.005    0.000 _signatures.py:618(signature_or_spec)
     4065    0.002    0.000    0.005    0.000 enum.py:358(__call__)
     1430    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:160(__exit__)
        1    0.000    0.000    0.005    0.005 generic.py:238(NDFrame)
        1    0.000    0.000    0.005    0.005 _eye.py:1(<module>)
        4    0.000    0.000    0.004    0.001 accessor.py:1(<module>)
        1    0.000    0.000    0.004    0.004 utils.py:1239(check_support_sve)
      901    0.002    0.000    0.004    0.000 typing.py:137(_type_check)
        3    0.000    0.000    0.004    0.001 format.py:1(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:464(run)
       45    0.000    0.000    0.004    0.000 qs.py:39(economic_qs_linear)
        1    0.000    0.000    0.004    0.004 subprocess.py:756(__init__)
        1    0.000    0.000    0.004    0.004 iterative.py:1(<module>)
    44377    0.004    0.000    0.004    0.000 utils.py:689(<genexpr>)
       45    0.000    0.000    0.004    0.000 qs.py:74(_economic_qs_linear_noq1)
        1    0.000    0.000    0.004    0.004 subprocess.py:1661(_execute_child)
       32    0.000    0.000    0.004    0.000 doccer.py:225(decorate)
        1    0.000    0.000    0.004    0.004 threaded.py:1(<module>)
     1140    0.004    0.000    0.004    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.004    0.004 string_.py:1(<module>)
     2972    0.002    0.000    0.004    0.000 typing.py:703(__setattr__)
        1    0.000    0.000    0.004    0.004 _fitpack_py.py:1(<module>)
       45    0.004    0.000    0.004    0.000 linalg.py:1499(svd)
        1    0.000    0.000    0.004    0.004 arraylike.py:1(<module>)
        2    0.000    0.000    0.004    0.002 _base.py:1(<module>)
        2    0.000    0.000    0.004    0.002 interval.py:1(<module>)
     6619    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
     1431    0.004    0.000    0.004    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.004    0.004 socket.py:4(<module>)
        1    0.000    0.000    0.004    0.004 _optimize.py:20(<module>)
     1300    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
        1    0.000    0.000    0.004    0.004 _matfuncs.py:4(<module>)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
      9/2    0.000    0.000    0.004    0.002 _build_tlz.py:54(exec_module)
        1    0.000    0.000    0.004    0.004 algorithms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 formatting.py:1(<module>)
        1    0.000    0.000    0.004    0.004 resolver.py:2(<module>)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _multicomp.py:1(<module>)
     2804    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.004    0.001 ops.py:1(<module>)
        2    0.000    0.000    0.004    0.002 version.py:4(<module>)
        1    0.000    0.000    0.004    0.004 _axis_nan_policy.py:7(<module>)
     1119    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
        1    0.000    0.000    0.004    0.004 _linprog_highs.py:1(<module>)
        3    0.000    0.000    0.004    0.001 _cellregmap.py:67(__init__)
       53    0.000    0.000    0.004    0.000 parser.py:427(parse_block_mapping_key)
        2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap_external>:908(source_to_code)
       28    0.000    0.000    0.004    0.000 dataclasses.py:489(_init_fn)
       82    0.004    0.000    0.004    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.004    0.004 duck_array_ops.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:17(<module>)
        1    0.000    0.000    0.003    0.003 _normal.py:1(<module>)
        1    0.000    0.000    0.003    0.003 eval.py:1(<module>)
    11310    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.003    0.003 _mstats_basic.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _array_like.py:1(<module>)
        3    0.000    0.000    0.003    0.001 _constants.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _ode.py:2(<module>)
      478    0.001    0.000    0.003    0.000 inspect.py:1838(_signature_bound_method)
      407    0.001    0.000    0.003    0.000 deprecation.py:9(wrap)
        1    0.000    0.000    0.003    0.003 _docscrape.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _davies.py:1(<module>)
        2    0.000    0.000    0.003    0.002 shape_base.py:1(<module>)
        2    0.000    0.000    0.003    0.002 pickle.py:1(<module>)
    30474    0.003    0.000    0.003    0.000 {method 'lstrip' of 'str' objects}
